제목,부제목,훈련과정ID,훈련과정순차,훈련기관ID,훈련기관코드,지역코드,훈련시작일자,훈련종료일자,훈련시작_월,훈련종료_월,훈련기간_일,훈련기간_주,훈련기간_월,정원,수강신청인원,수강비,실제훈련비,만족도점수,NCS_코드,훈련대상,훈련구분,주소,전화번호,정원_대비_신청률,1차분류,2차분류,3차분류
과정평가형 귀금속가공기능사 취득과정 24-A,한울귀금속공예전문학원,AIG20230000457143,1,500020042102,200902111,11110,2024-03-18,2024-08-20,3,8,155,22.1,5.2,20,20,5865000,5865000,99.2,22020201,과정평가형훈련,C0055C, 종로구,02-766-9044,100.0,,,
"멀티미디어 광고영상콘텐츠(프리미어,에펙,영상편집) A",에이치아카데미 D&D교육센터,AIG20230000441274,1,500020010894,200900755,11410,2024-03-18,2024-08-20,3,8,155,22.1,5.2,30,15,5304000,5304000,78.6,8030204,국가기간전략산업직종,C0054, 서대문구,02-364-0008,50.0,,,
플랜트전기·계장실무(해외건설),현대건설(주)기술교육원,AIG20230000458671,1,500020030953,200200110,11560,2024-03-18,2024-08-20,3,8,155,22.1,5.2,30,30,6489000,6489000,94.6,19010102,스마트혼합훈련,C0054Y, 영등포구,02-2163-0914,100.0,,,
『SKETCHUP』3D 실내인테리어/실내건축설계를 위한 스케치업,그린컴퓨터아트학원,AIG20230000444302,1,500020062235,200300611,11110,2024-03-19,2024-04-30,3,4,42,6.0,1.4,20,12,265980,265980,100.0,14030104,국민내일배움카드(일반),C0061, 종로구,02-722-2111,60.0,,,
"[야간]요양보호사 자격증 취득과정(사회복지사반, 2강의실)",효성요양보호사교육원,AIG20230000415979,1,500020033980,201000147,11305,2024-03-19,2024-04-06,3,4,18,2.6,0.6,30,8,189850,250000,94.3,6010108,국민내일배움카드(일반),C0061, 강북구,02-905-8253,26.7,,,
바리스타 실무과정(2급/1급자격취득+카페메뉴),경희커피바리스타제과직업전문학교,AIG20220000379358,5,500034242603,201801000,11560,2024-03-19,2024-05-03,3,5,45,6.4,1.5,20,12,1016400,1016400,93.8,13010203,국민내일배움카드(일반),C0061, 영등포구,02-3667-7175,60.0,,,
ITQ(엑셀),동작여성인력개발센터,AIG20230000438669,1,500020033962,199800097,11590,2024-03-19,2024-05-07,3,5,49,7.0,1.6,18,7,240000,240000,97.1,2020302,국민내일배움카드(일반),C0061, 동작구,02-525-1121,38.9,정보통신,,
정리수납2급 자격증,은평여성인력개발센터,AIG20220000372937,4,500020062113,199900385,11380,2024-03-19,2024-04-12,3,4,24,3.4,0.8,20,17,158880,158880,95.7,11020102,국민내일배움카드(일반),C0061, 은평구,02-389-1976,85.0,,,
"[일반고특화]커피&칵테일&와인(바리스타2급,조주기능사)",은곡직업전문학교,AIG20230000456570,1,500020016734,200300247,11350,2024-03-19,2024-12-31,3,12,287,41.0,9.6,10,2,8670000,8670000,100.0,13010203,일반고특화훈련,C0054S, 노원구,02-952-1163,20.0,,,
"(과정평가형자격)산업안전기사 취득과정(기계,전기,화학,건설 안전관리)",글로벌산업기술교육원,AIG20230000458172,1,500020021390,200601951,11545,2024-03-19,2024-08-12,3,8,146,20.9,4.9,20,12,5296000,5296000,92.2,23060100,과정평가형훈련,C0055C, 금천구,1600-2923,60.0,,,
한식조리기능사(필기+실기)와 밑반찬 단품요리,은평여성인력개발센터,AIG20220000376290,2,500020062113,199900385,11380,2024-03-19,2024-06-25,3,6,98,14.0,3.3,20,18,615600,670600,95.2,13010101,국민내일배움카드(일반),C0061, 은평구,02-389-1976,90.0,,,
게임 3D 그래픽 모델링 제작과정,서울게임아트학원,AIG20230000441930,1,500020057985,201100826,11110,2024-03-19,2024-09-19,3,9,184,26.3,6.1,12,11,2246400,2246400,57.1,8030205,국민내일배움카드(일반),C0061, 종로구,070-4335-7970,91.7,,,
국가공인자격 SQL 개발자 취득 [SQLD],더조은컴퓨터학원,AIG20230000428611,1,500020061827,200701052,11530,2024-03-19,2024-05-10,3,5,52,7.4,1.7,20,7,397200,397200,74.3,20010204,국민내일배움카드(일반),C0061, 구로구,02-838-1689,35.0,정보통신,정보기술,정보기술개발
사회복지 사례관리,은평여성인력개발센터,AIG20220000391566,4,500020062113,199900385,11380,2024-03-19,2024-04-16,3,4,28,4.0,0.9,20,11,158880,158880,95.8,7010204,국민내일배움카드(일반),C0061, 은평구,02-389-1976,55.0,,,
클라우드기반 AI 대화형 서비스 웹개발자 양성,한국ICT인재개발원,AIG20230000455602,6,500034233571,201800886,11650,2024-03-19,2024-09-30,3,9,195,27.9,6.5,30,29,10007710,10007710,93.5,20010202,K-디지털 트레이닝,C0104, 마포구,02-739-7235,96.7,정보통신,정보기술,정보기술개발
국제바리스타 자격 취득 과정 [SCA+GACP],블랙탑바리스타학원,AIG20230000454967,1,500039017900,202100708,11440,2024-03-19,2024-04-30,3,4,42,6.0,1.4,18,11,300300,300300,97.1,13010203,국민내일배움카드(일반),C0061, 마포구,02-702-3233,61.1,,,
컴퓨터기초 및 인터넷활용,송파여성인력개발센터,AIG20230000454858,1,500020013240,200901199,11710,2024-03-19,2024-03-28,3,3,9,1.3,0.3,18,10,144000,144000,93.7,2020302,국민내일배움카드(일반),C0061, 송파구,02-430-6070,55.6,정보통신,,
"(게임콘텐츠제작) 2D,3D 게임그래픽 전문가 양성과정(2D원화,UI,3D모델링)",(주)누리마루학원,AIG20230000421803,1,500020035867,201100740,11650,2024-03-19,2024-12-24,3,12,280,40.0,9.3,27,27,5116800,5116800,100.0,8030205,국가기간전략산업직종,C0054, 서초구,02-584-0806,100.0,,,
(디지털컨버전스)공공데이터 융합 자바개발자 양성과정A30(5),KH정보교육원 강남지원,AIG20230000437683,1,500020062069,200101019,11680,2024-03-19,2024-08-30,3,8,164,23.4,5.5,30,29,6473520,6473520,76.9,20010202,국가기간전략산업직종,C0054, 강남구,02-1544-9970,96.7,정보통신,정보기술,정보기술개발
"[과정평가형] 실내건축기사 자격과정[인테리어디자인, 캐드(CAD), 2D&3D]A",(주)나눔디지털디자인학원,AIG20230000457175,1,500035530560,201900481,11530,2024-03-19,2024-11-18,3,11,244,34.9,8.1,20,13,6642840,6642840,95.2,8020107,과정평가형훈련,C0055C, 구로구,02-865-9777,65.0,,,
해외 비즈니스 영어 건설 수주 및 협상과정 I,(재)건설산업교육원,AIG20230000458712,2,500020046368,200400445,11680,2024-03-19,2024-05-31,3,5,73,10.4,2.4,24,24,3150000,3150000,94.0,19010102,국가기간전략산업직종,C0054, 강남구,02-575-7123,100.0,,,
[일반고특화] 네트워크 해킹보안 관리자 양성,패스트캠퍼스강북학원,AIG20230000456448,1,500020053344,201402478,11260,2024-03-19,2025-01-24,3,1,311,44.4,10.4,20,3,8251800,8251800,90.5,20020103,일반고특화훈련,C0054S, 중랑구,02-518-6522,15.0,정보통신,통신기술,
해외 비즈니스 영어 건설 수주 및 협상과정 II,(재)건설산업교육원,AIG20230000458713,1,500020046368,200400445,11680,2024-03-19,2024-05-31,3,5,73,10.4,2.4,24,23,3150000,3150000,91.7,19010102,국가기간전략산업직종,C0054, 강남구,02-575-7123,95.8,,,
GMP 전문가 양성과정,한국산업기술시험원,AIG20230000458686,1,500020044823,200700578,11530,2024-03-19,2024-07-20,3,7,123,17.6,4.1,50,46,3950410,3950410,86.3,19030902,스마트혼합훈련,C0054Y, 구로구,02-860-1310,92.0,,,
메타버스 콘텐츠 제너럴리스트 양성 과정,방송정보국제교육원,AIG20220000409382,3,500020042738,200701975,11560,2024-03-20,2024-09-24,3,9,188,26.9,6.3,20,13,9097920,9097920,86.3,20010202,K-디지털 트레이닝,C0104, 영등포구,02-2658-1131,65.0,정보통신,정보기술,정보기술개발
[핵심쏙쏙]캐드 AutoCAD(2D+3D) 기초부터 실무도면까지,신청산컴퓨터학원,AIG20230000415852,1,500020022549,200900802,11530,2024-03-20,2024-04-17,3,4,28,4.0,0.9,9,5,545600,545600,85.7,14030101,국민내일배움카드(일반),C0061, 구로구,02-2625-6367,55.6,,,
"전기(산업)기사 취득(필기, 실기) 과정",수도직업전문학교,AIG20220000398667,8,500020055327,201400042,11560,2024-03-20,2024-06-19,3,6,91,13.0,3.0,20,20,2082400,2082400,83.0,19010701,국민내일배움카드(일반),C0061, 영등포구,02-2634-1987,100.0,,,
"전기기능사 취득과정(필기,실기)",서울공과전기학원,AIG20220000379707,5,500020020500,200803096,11560,2024-03-20,2024-06-26,3,6,98,14.0,3.3,24,22,1370000,1370000,82.4,19010701,국민내일배움카드(일반),C0061, 영등포구,02-2676-1114,91.7,,,
한식조리기능사 자격증대비반(실기),관악여성인력개발센터,AIG20230000441669,2,500020016902,200400578,11620,2024-03-20,2024-05-16,3,5,57,8.1,1.9,12,7,501600,501600,98.2,13010101,국민내일배움카드(일반),C0061, 관악구,02-886-9523,58.3,,,
"기초부터 시작하는 플라워케이크 속성반(크림플라워,앙금플라워)",커스텀케익아트 제과제빵실용전문학교,AIG20230000423423,1,500020028822,200300090,11215,2024-03-20,2024-04-15,3,4,26,3.7,0.9,15,3,489600,615000,95.2,21020101,국민내일배움카드(일반),C0061, 광진구,02-464-6861,20.0,,,
간호조무사 자격증취득(야간),아름다운세상만들기간호학원,AIG20230000422406,1,500035518885,201900397,11500,2024-03-20,2025-03-02,3,3,347,49.6,11.6,29,9,3154000,3154000,57.1,6020403,국민내일배움카드(일반),C0061, 강서구,02-2659-8204,31.0,,,
[SK플래닛] 빅데이터 분석가 과정,대한상공회의소,AIG20220000409207,5,500037517077,202001423,11440,2024-03-20,2024-09-07,3,9,171,24.4,5.7,28,26,16698000,16698000,84.1,20010105,K-디지털 트레이닝,C0104, 중구,02-6050-3938,92.9,정보통신,정보기술,정보기술전략·계획
요양보호사 양성과정(신규반),도봉요양보호사교육원,AIG20230000438781,1,500041545543,202201202,11320,2024-03-20,2024-05-17,3,5,58,8.3,1.9,40,18,880000,880000,97.2,6010108,국민내일배움카드(일반),C0061, 도봉구,02-954-5090,45.0,,,
"[KDT]웹퍼블리셔(UIUX)&프론트엔드개발(API,ChatGPT,피그마,리액트,뷰)기업플랫폼프로젝트",그린컴퓨터아트학원,AIG20230000455704,2,500020044990,200701633,11530,2024-03-20,2024-09-12,3,9,176,25.1,5.9,20,13,9097920,9097920,81.3,20010202,K-디지털 트레이닝,C0104, 구로구,02-2111-2000,65.0,정보통신,정보기술,정보기술개발
[SK플래닛] 웹풀스택 개발자 과정,대한상공회의소,AIG20220000409199,5,500037517077,202001423,11440,2024-03-20,2024-09-11,3,9,175,25.0,5.8,26,25,0,0,78.7,20010202,K-디지털 트레이닝,C0104, 중구,02-6050-3938,96.2,정보통신,정보기술,정보기술개발
한식조리기능사취득(실기),동아요리기술학원,AIG20230000450968,1,500020016906,200601058,11560,2024-03-20,2024-05-02,3,5,43,6.1,1.4,12,7,296400,296400,78.6,13010101,국민내일배움카드(일반),C0061, 영등포구,02-2678-5547,58.3,,,
마야(MAYA) 아놀드 렌더 활용 애니메이션 & 라이팅 전문가 과정,더모션아카데미망원점학원,AIG20230000439732,1,500038861440,202004598,11440,2024-03-20,2024-07-09,3,7,111,15.9,3.7,30,11,2308800,2308800,84.5,8030205,국민내일배움카드(일반),C0061, 마포구,1666-5309,36.7,,,
미용사(일반)국가기술자격취득을통한헤어미용사취업_(재직자 참여가능),한성미용직업전문학원,AIG20230000450710,1,500020015502,200200185,11260,2024-03-20,2024-05-27,3,5,68,9.7,2.3,16,13,2070400,2070400,99.7,12010101,국민내일배움카드(일반),C0061, 중랑구,02-436-8557,81.2,,,
김치·반찬조리(실기),은평여성인력개발센터,AIG20230000422411,1,500020062113,199900385,11380,2024-03-20,2024-04-02,3,4,13,1.9,0.4,20,15,228000,270000,97.6,13010101,국민내일배움카드(일반),C0061, 은평구,02-389-1976,75.0,,,
"헤어실무커트(남,여)향상과정",엘뷰티이용미용학원,AIG20220000372377,5,500039000482,202100591,11350,2024-03-20,2024-04-05,3,4,16,2.3,0.5,20,7,582300,582300,98.5,12010101,국민내일배움카드(일반),C0061, 노원구,02-971-6402,35.0,,,
[신한투자증권] 프로디지털아카데미,한국표준협회,AIG20230000455728,2,500020055650,200602001,11200,2024-03-20,2024-09-12,3,9,176,25.1,5.9,40,40,17605500,17605500,91.0,20010210,K-디지털 트레이닝,C0104, 강남구,02-6240-4884,100.0,정보통신,정보기술,정보기술개발
보험총무사무원 실무자 양성과정,A1법률 평생교육원,AIG20230000424222,1,500042704638,202300415,11215,2024-03-20,2024-05-03,3,5,44,6.3,1.5,20,4,1107200,1107200,76.2,3020201,국민내일배움카드(일반),C0061, 광진구,02-6384-4989,20.0,,,
방수.온수온돌기능사 취득 실기(시트방수+보일러온수코일 설치),F4대림직업교육원,AIG20230000427542,1,500041603453,202201628,11530,2024-03-20,2024-03-22,3,3,2,0.3,0.1,7,3,163680,450680,96.4,14030203,국민내일배움카드(일반),C0061, 구로구,02-839-2005,42.9,,,
공조냉동산업기사 실기(작업형+필답형),현대기술학원,AIG20230000422665,1,500020050153,201100249,11560,2024-03-20,2024-04-25,3,4,36,5.1,1.2,20,11,312480,650000,98.4,15050202,국민내일배움카드(일반),C0061, 영등포구,02-845-1119,55.0,,,
"멀티미디어(방송영상콘텐츠, 영상기획, 촬영, 영상편집, 3D그래픽, 모션그래픽)32",(재)한국아이티교육재단 한국IT아카데미 구로,AIG20230000441581,1,500020016875,200500856,11530,2024-03-20,2024-08-27,3,8,160,22.9,5.3,30,27,5380500,5380500,85.7,8030402,국가기간전략산업직종,C0054, 구로구,02-597-5156,90.0,,,
(VR/AR 콘텐츠 개발) VR/AR 게임 콘텐츠 개발자 양성과정A,주식회사경일게임아이티아카데미,AIG20230000415585,1,500020031484,200400746,11740,2024-03-20,2024-10-14,3,10,208,29.7,6.9,30,25,6391370,6391370,81.4,20020401,스마트혼합훈련,C0054Y, 강동구,070-5118-0755,83.3,정보통신,통신기술,
친환경 인테리어시공(도배/인테리어&단열필름/타일),다인직업전문학교,AIG20230000418501,1,500020015811,200702113,11470,2024-03-20,2024-06-26,3,6,98,14.0,3.3,20,20,3728400,3728400,98.3,14030209,국가기간전략산업직종,C0054, 양천구,02-2695-6955,100.0,,,
(디지털컨버전스) UI/UX 인터렉티브 개발자 양성과정 B,아세아직업전문학교,AIG20230000424078,1,500020019159,200400170,11170,2024-03-20,2024-08-26,3,8,159,22.7,5.3,25,0,6349590,6349590,0.0,20010207,국가기간전략산업직종,C0054, 용산구,02-989-1567,0.0,정보통신,정보기술,정보기술개발
초격차 캠프 프론트엔드 코스 ,넥스트러너스평생교육시설,AIG20230000455720,3,500042311334,202204164,11650,2024-03-21,2024-09-12,3,9,175,25.0,5.8,30,23,17424000,17424000,90.5,20010202,K-디지털 트레이닝,C0104, 서초구,070-4099-8219,76.7,정보통신,정보기술,정보기술개발
소방 설비(산업)기사/기사 2차 실기(전기),모아소방전기학원,AIG20230000448212,1,500020011194,201402404,11560,2024-03-21,2024-04-26,3,4,36,5.1,1.2,23,9,307680,408000,88.3,5020104,국민내일배움카드(일반),C0061, 영등포구,02-2068-2851,39.1,,,
왁싱실무 과정,우석미용학원,AIG20230000424194,1,500020059493,200901391,11410,2024-03-21,2024-04-18,3,4,28,4.0,0.9,10,10,517600,517600,95.0,12010102,국민내일배움카드(일반),C0061, 서대문구,02-323-9892,100.0,,,
제빵기능사자격(이론+실기),한솔요리커피제과제빵아카데미,AIG20230000425075,1,500020032977,200601481,11350,2024-03-21,2024-04-25,3,4,35,5.0,1.2,20,7,680000,680000,89.8,21020102,국민내일배움카드(일반),C0061, 노원구,02-3391-5252,35.0,,,
손쉬운 패브릭 소품제작,중랑여성인력개발센터,AIG20230000422497,1,500020037167,199900408,11260,2024-03-21,2024-05-07,3,5,47,6.7,1.6,15,10,258180,258180,100.0,18020204,국민내일배움카드(일반),C0061, 중랑구,02-3409-1948,66.7,,,
"꽃바구니,센터피스 입문 향상과정A",혜인즈블라썸플로리스트화훼학원,AIG20230000439303,1,500020056776,201700420,11680,2024-03-21,2024-05-30,3,5,70,10.0,2.3,12,5,311220,411220,0.0,24010401,국민내일배움카드(일반),C0061, 강남구,02-540-5436,41.7,,,
로직 프로 with 화성학 [ 뮤직프로덕션 / Logic Pro / DAW / 오디오 / 미디 / 프로듀서 / 레코딩 / 믹싱 / 마스터링 ] ,미디런아카데미학원,AIG20230000440185,4,500034772310,201803417,11440,2024-03-21,2024-06-06,3,6,77,11.0,2.6,8,1,461760,1893000,0.0,8030203,국민내일배움카드(일반),C0061, 서대문구,02-337-2955,12.5,,,
제빵기능사자격 실기,한솔요리커피제과제빵아카데미,AIG20230000429445,1,500020032977,200601481,11350,2024-03-21,2024-04-16,3,4,26,3.7,0.9,12,11,489600,489600,95.5,21020102,국민내일배움카드(일반),C0061, 노원구,02-3391-5252,91.7,,,
한글속기사자격증대비반(향상),혜정속기학원,AIG20230000423030,1,500020032680,201600219,11440,2024-03-21,2024-06-19,3,6,90,12.9,3.0,15,8,720000,720000,94.3,2020302,국민내일배움카드(일반),C0061, 마포구,02-714-0223,53.3,정보통신,,
제과제빵자격증(필기+실기) 및 케이크데코레이션,한솔요리제과제빵바리스타아카데미,AIG20230000439050,1,500020029780,200601500,11650,2024-03-21,2024-05-14,3,5,54,7.7,1.8,24,15,952000,952000,92.1,21020101,국민내일배움카드(일반),C0061, 서초구,02-3482-5200,62.5,,,
"헤어미용 살롱실무(커트,펌,염색)",동서울미용직업전문학교,AIG20230000428521,1,500020033545,200400567,11740,2024-03-21,2024-05-01,3,5,41,5.9,1.4,10,9,938150,938150,85.7,12010101,국민내일배움카드(일반),C0061, 강동구,02-471-0005,90.0,,,
초격차 캠프 백엔드 코스,넥스트러너스평생교육시설,AIG20230000455718,3,500042311334,202204164,11650,2024-03-21,2024-09-12,3,9,175,25.0,5.8,30,26,17424000,17424000,89.5,20010202,K-디지털 트레이닝,C0104, 서초구,070-4099-8219,86.7,정보통신,정보기술,정보기술개발
자동차정비산업기사 실기특강(스마트),한독자동차정비학원,AIG20210000341232,8,500020020209,200400418,11230,2024-03-21,2024-04-24,3,4,34,4.9,1.1,20,18,561580,649380,92.4,15060302,스마트혼합훈련,C0054Y, 동대문구,02-926-8146,90.0,,,
프렌치 플라워 스타일 과정,프라시아플로리스트학원,AIG20230000448835,2,500042809553,202300828,11140,2024-03-21,2024-06-13,3,6,84,12.0,2.8,20,11,383040,533040,97.1,24010401,국민내일배움카드(일반),C0061, 중구,02-1800-8434,55.0,,,
간호조무사 자격증 과정,스타메디간호학원,AIG20210000347984,3,500020060479,201402196,11350,2024-03-21,2025-03-05,3,3,349,49.9,11.6,36,19,3150960,3150960,88.6,6020403,국민내일배움카드(일반),C0061, 노원구,02-2038-3600,52.8,,,
